1;1;11;11;1;44;Roksana;Makowska;0;"""";(1, 1, ;(1, 1, 11, 11, ;(1, 1, 11, 11, 1, 44, ;"(1, 1, 11, 11, 1, 44, ""Roksana"", ";"(1, 1, 11, 11, 1, 44, ""Roksana"", ""Makowska"", ";"(1, 1, 11, 11, 1, 44, ""Roksana"", ""Makowska"", 0), "
2;1;11;12;1;44;Sylwia;Baranowska;0;;(2, 1, ;(2, 1, 11, 12, ;(2, 1, 11, 12, 1, 44, ;"(2, 1, 11, 12, 1, 44, ""Sylwia"", ";"(2, 1, 11, 12, 1, 44, ""Sylwia"", ""Baranowska"", ";"(2, 1, 11, 12, 1, 44, ""Sylwia"", ""Baranowska"", 0), "
3;1;11;13;1;44;Czes³awa;B¹k;0;;(3, 1, ;(3, 1, 11, 13, ;(3, 1, 11, 13, 1, 44, ;"(3, 1, 11, 13, 1, 44, ""Czes³awa"", ";"(3, 1, 11, 13, 1, 44, ""Czes³awa"", ""B¹k"", ";"(3, 1, 11, 13, 1, 44, ""Czes³awa"", ""B¹k"", 0), "
4;1;11;14;1;44;Stefania;Maciejewska;0;;(4, 1, ;(4, 1, 11, 14, ;(4, 1, 11, 14, 1, 44, ;"(4, 1, 11, 14, 1, 44, ""Stefania"", ";"(4, 1, 11, 14, 1, 44, ""Stefania"", ""Maciejewska"", ";"(4, 1, 11, 14, 1, 44, ""Stefania"", ""Maciejewska"", 0), "
5;1;11;15;1;44;Eleonora;Zieliñska;0;;(5, 1, ;(5, 1, 11, 15, ;(5, 1, 11, 15, 1, 44, ;"(5, 1, 11, 15, 1, 44, ""Eleonora"", ";"(5, 1, 11, 15, 1, 44, ""Eleonora"", ""Zieliñska"", ";"(5, 1, 11, 15, 1, 44, ""Eleonora"", ""Zieliñska"", 0), "
6;1;11;16;1;44;Izabela;Stêpieñ;0;;(6, 1, ;(6, 1, 11, 16, ;(6, 1, 11, 16, 1, 44, ;"(6, 1, 11, 16, 1, 44, ""Izabela"", ";"(6, 1, 11, 16, 1, 44, ""Izabela"", ""Stêpieñ"", ";"(6, 1, 11, 16, 1, 44, ""Izabela"", ""Stêpieñ"", 0), "
7;1;11;21;1;44;Bernadetta;Sadowska;0;;(7, 1, ;(7, 1, 11, 21, ;(7, 1, 11, 21, 1, 44, ;"(7, 1, 11, 21, 1, 44, ""Bernadetta"", ";"(7, 1, 11, 21, 1, 44, ""Bernadetta"", ""Sadowska"", ";"(7, 1, 11, 21, 1, 44, ""Bernadetta"", ""Sadowska"", 0), "
8;1;11;22;1;44;Izyda;Lis;0;;(8, 1, ;(8, 1, 11, 22, ;(8, 1, 11, 22, 1, 44, ;"(8, 1, 11, 22, 1, 44, ""Izyda"", ";"(8, 1, 11, 22, 1, 44, ""Izyda"", ""Lis"", ";"(8, 1, 11, 22, 1, 44, ""Izyda"", ""Lis"", 0), "
9;1;11;23;1;44;Antonina;Zakrzewska;0;;(9, 1, ;(9, 1, 11, 23, ;(9, 1, 11, 23, 1, 44, ;"(9, 1, 11, 23, 1, 44, ""Antonina"", ";"(9, 1, 11, 23, 1, 44, ""Antonina"", ""Zakrzewska"", ";"(9, 1, 11, 23, 1, 44, ""Antonina"", ""Zakrzewska"", 0), "
10;1;11;24;1;44;Kornelia;Rutkowska;0;;(10, 1, ;(10, 1, 11, 24, ;(10, 1, 11, 24, 1, 44, ;"(10, 1, 11, 24, 1, 44, ""Kornelia"", ";"(10, 1, 11, 24, 1, 44, ""Kornelia"", ""Rutkowska"", ";"(10, 1, 11, 24, 1, 44, ""Kornelia"", ""Rutkowska"", 0), "
11;1;11;25;1;44;Regina;Kowalska;0;;(11, 1, ;(11, 1, 11, 25, ;(11, 1, 11, 25, 1, 44, ;"(11, 1, 11, 25, 1, 44, ""Regina"", ";"(11, 1, 11, 25, 1, 44, ""Regina"", ""Kowalska"", ";"(11, 1, 11, 25, 1, 44, ""Regina"", ""Kowalska"", 0), "
12;1;11;26;1;44;Bogus³awa;Stêpieñ;0;;(12, 1, ;(12, 1, 11, 26, ;(12, 1, 11, 26, 1, 44, ;"(12, 1, 11, 26, 1, 44, ""Bogus³awa"", ";"(12, 1, 11, 26, 1, 44, ""Bogus³awa"", ""Stêpieñ"", ";"(12, 1, 11, 26, 1, 44, ""Bogus³awa"", ""Stêpieñ"", 0), "
13;1;11;31;1;44;Stanis³awa;Kalinowska;0;;(13, 1, ;(13, 1, 11, 31, ;(13, 1, 11, 31, 1, 44, ;"(13, 1, 11, 31, 1, 44, ""Stanis³awa"", ";"(13, 1, 11, 31, 1, 44, ""Stanis³awa"", ""Kalinowska"", ";"(13, 1, 11, 31, 1, 44, ""Stanis³awa"", ""Kalinowska"", 0), "
14;1;11;32;1;44;Aneta;Wróblewska;0;;(14, 1, ;(14, 1, 11, 32, ;(14, 1, 11, 32, 1, 44, ;"(14, 1, 11, 32, 1, 44, ""Aneta"", ";"(14, 1, 11, 32, 1, 44, ""Aneta"", ""Wróblewska"", ";"(14, 1, 11, 32, 1, 44, ""Aneta"", ""Wróblewska"", 0), "
15;1;11;33;1;44;Ida;Kubiak;0;;(15, 1, ;(15, 1, 11, 33, ;(15, 1, 11, 33, 1, 44, ;"(15, 1, 11, 33, 1, 44, ""Ida"", ";"(15, 1, 11, 33, 1, 44, ""Ida"", ""Kubiak"", ";"(15, 1, 11, 33, 1, 44, ""Ida"", ""Kubiak"", 0), "
16;1;11;34;1;44;Aniela;Kucharska;0;;(16, 1, ;(16, 1, 11, 34, ;(16, 1, 11, 34, 1, 44, ;"(16, 1, 11, 34, 1, 44, ""Aniela"", ";"(16, 1, 11, 34, 1, 44, ""Aniela"", ""Kucharska"", ";"(16, 1, 11, 34, 1, 44, ""Aniela"", ""Kucharska"", 0), "
17;1;11;35;1;44;Jadwiga;Krawczyk;0;;(17, 1, ;(17, 1, 11, 35, ;(17, 1, 11, 35, 1, 44, ;"(17, 1, 11, 35, 1, 44, ""Jadwiga"", ";"(17, 1, 11, 35, 1, 44, ""Jadwiga"", ""Krawczyk"", ";"(17, 1, 11, 35, 1, 44, ""Jadwiga"", ""Krawczyk"", 0), "
18;1;11;36;1;44;Angelika;KaŸmierczak;0;;(18, 1, ;(18, 1, 11, 36, ;(18, 1, 11, 36, 1, 44, ;"(18, 1, 11, 36, 1, 44, ""Angelika"", ";"(18, 1, 11, 36, 1, 44, ""Angelika"", ""KaŸmierczak"", ";"(18, 1, 11, 36, 1, 44, ""Angelika"", ""KaŸmierczak"", 0), "
19;1;11;41;1;44;Lucyna;Wiœniewska;0;;(19, 1, ;(19, 1, 11, 41, ;(19, 1, 11, 41, 1, 44, ;"(19, 1, 11, 41, 1, 44, ""Lucyna"", ";"(19, 1, 11, 41, 1, 44, ""Lucyna"", ""Wiœniewska"", ";"(19, 1, 11, 41, 1, 44, ""Lucyna"", ""Wiœniewska"", 0), "
20;1;11;42;1;44;Ma³gorzata;Pietrzak;0;;(20, 1, ;(20, 1, 11, 42, ;(20, 1, 11, 42, 1, 44, ;"(20, 1, 11, 42, 1, 44, ""Ma³gorzata"", ";"(20, 1, 11, 42, 1, 44, ""Ma³gorzata"", ""Pietrzak"", ";"(20, 1, 11, 42, 1, 44, ""Ma³gorzata"", ""Pietrzak"", 0), "
21;1;11;43;1;44;Bogus³awa;Szulc;0;;(21, 1, ;(21, 1, 11, 43, ;(21, 1, 11, 43, 1, 44, ;"(21, 1, 11, 43, 1, 44, ""Bogus³awa"", ";"(21, 1, 11, 43, 1, 44, ""Bogus³awa"", ""Szulc"", ";"(21, 1, 11, 43, 1, 44, ""Bogus³awa"", ""Szulc"", 0), "
22;1;11;44;1;44;Roksana;Makowska;0;;(22, 1, ;(22, 1, 11, 44, ;(22, 1, 11, 44, 1, 44, ;"(22, 1, 11, 44, 1, 44, ""Roksana"", ";"(22, 1, 11, 44, 1, 44, ""Roksana"", ""Makowska"", ";"(22, 1, 11, 44, 1, 44, ""Roksana"", ""Makowska"", 0), "
23;1;11;45;1;44;¯aneta;Szczepañska;0;;(23, 1, ;(23, 1, 11, 45, ;(23, 1, 11, 45, 1, 44, ;"(23, 1, 11, 45, 1, 44, ""¯aneta"", ";"(23, 1, 11, 45, 1, 44, ""¯aneta"", ""Szczepañska"", ";"(23, 1, 11, 45, 1, 44, ""¯aneta"", ""Szczepañska"", 0), "
24;1;11;46;1;44;Diana;Maciejewska;0;;(24, 1, ;(24, 1, 11, 46, ;(24, 1, 11, 46, 1, 44, ;"(24, 1, 11, 46, 1, 44, ""Diana"", ";"(24, 1, 11, 46, 1, 44, ""Diana"", ""Maciejewska"", ";"(24, 1, 11, 46, 1, 44, ""Diana"", ""Maciejewska"", 0), "
25;1;11;51;1;44;Ewelina;Wasilewska;0;;(25, 1, ;(25, 1, 11, 51, ;(25, 1, 11, 51, 1, 44, ;"(25, 1, 11, 51, 1, 44, ""Ewelina"", ";"(25, 1, 11, 51, 1, 44, ""Ewelina"", ""Wasilewska"", ";"(25, 1, 11, 51, 1, 44, ""Ewelina"", ""Wasilewska"", 0), "
26;1;11;52;1;44;Milena;Kamiñska;0;;(26, 1, ;(26, 1, 11, 52, ;(26, 1, 11, 52, 1, 44, ;"(26, 1, 11, 52, 1, 44, ""Milena"", ";"(26, 1, 11, 52, 1, 44, ""Milena"", ""Kamiñska"", ";"(26, 1, 11, 52, 1, 44, ""Milena"", ""Kamiñska"", 0), "
27;1;11;53;1;44;Ilona;Wysocka;0;;(27, 1, ;(27, 1, 11, 53, ;(27, 1, 11, 53, 1, 44, ;"(27, 1, 11, 53, 1, 44, ""Ilona"", ";"(27, 1, 11, 53, 1, 44, ""Ilona"", ""Wysocka"", ";"(27, 1, 11, 53, 1, 44, ""Ilona"", ""Wysocka"", 0), "
28;1;11;54;1;44;Iza;Gajewska;0;;(28, 1, ;(28, 1, 11, 54, ;(28, 1, 11, 54, 1, 44, ;"(28, 1, 11, 54, 1, 44, ""Iza"", ";"(28, 1, 11, 54, 1, 44, ""Iza"", ""Gajewska"", ";"(28, 1, 11, 54, 1, 44, ""Iza"", ""Gajewska"", 0), "
29;1;11;55;1;44;Asia;Tomaszewska;0;;(29, 1, ;(29, 1, 11, 55, ;(29, 1, 11, 55, 1, 44, ;"(29, 1, 11, 55, 1, 44, ""Asia"", ";"(29, 1, 11, 55, 1, 44, ""Asia"", ""Tomaszewska"", ";"(29, 1, 11, 55, 1, 44, ""Asia"", ""Tomaszewska"", 0), "
30;1;11;56;1;44;Monika;Marciniak;0;;(30, 1, ;(30, 1, 11, 56, ;(30, 1, 11, 56, 1, 44, ;"(30, 1, 11, 56, 1, 44, ""Monika"", ";"(30, 1, 11, 56, 1, 44, ""Monika"", ""Marciniak"", ";"(30, 1, 11, 56, 1, 44, ""Monika"", ""Marciniak"", 0), "
31;1;11;61;1;44;Luiza;Kowalska;0;;(31, 1, ;(31, 1, 11, 61, ;(31, 1, 11, 61, 1, 44, ;"(31, 1, 11, 61, 1, 44, ""Luiza"", ";"(31, 1, 11, 61, 1, 44, ""Luiza"", ""Kowalska"", ";"(31, 1, 11, 61, 1, 44, ""Luiza"", ""Kowalska"", 0), "
32;1;11;62;1;44;Aleksandra;Górska;0;;(32, 1, ;(32, 1, 11, 62, ;(32, 1, 11, 62, 1, 44, ;"(32, 1, 11, 62, 1, 44, ""Aleksandra"", ";"(32, 1, 11, 62, 1, 44, ""Aleksandra"", ""Górska"", ";"(32, 1, 11, 62, 1, 44, ""Aleksandra"", ""Górska"", 0), "
